geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
geom_908,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
geom_909,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
geom_910,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
geom_911,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
geom_912,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
geom_913,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
geom_914,142.8,114.1,584.5,1000.0,657.0,203.1,77.64,58.37,44.84,34.49
geom_915,158.4,51.74,499.4,1000.0,564.7,230.7,78.21,55.26,41.57,38.96
geom_916,140.2,64.92,373.3,1000.0,838.0,210.3,71.76,56.98,58.85,32.62
geom_917,134.5,74.2,618.4,1000.0,756.3,202.5,79.33,50.52,46.25,25.95
geom_918,123.3,112.1,503.2,1000.0,611.7,241.8,64.27,48.33,42.32,26.97
geom_919,100.5,171.2,247.4,1000.0,798.6,185.8,67.48,47.54,48.36,34.94
geom_920,109.2,62.13,519.5,1000.0,603.8,180.3,82.96,53.64,41.59,26.35
geom_921,191.5,193.3,216.6,1000.0,667.0,197.6,78.03,52.24,57.16,37.85
geom_922,109.5,53.83,391.6,1000.0,720.1,224.9,61.02,59.33,58.98,39.7
geom_923,193.0,182.8,657.3,1000.0,781.0,222.6,62.53,47.17,48.53,25.01
geom_924,171.1,117.5,576.3,1000.0,713.2,246.5,72.24,51.51,46.05,38.49
geom_925,131.0,104.5,366.1,1000.0,823.6,181.1,67.76,59.45,40.8,31.71
geom_926,116.5,68.07,636.9,1000.0,638.4,201.0,64.92,50.97,42.52,35.66
geom_927,133.3,142.4,288.9,1000.0,763.9,189.5,61.64,51.76,54.43,34.64
geom_928,110.4,68.92,246.2,1000.0,571.4,214.9,87.35,43.1,53.67,27.75
geom_929,181.5,126.4,295.0,1000.0,563.7,273.2,70.25,44.29,48.01,35.6
geom_930,112.9,197.3,383.0,1000.0,636.8,224.7,71.3,50.42,43.98,27.76
geom_931,151.3,106.3,341.6,1000.0,819.6,233.8,86.42,56.72,54.37,32.86
geom_932,105.9,187.9,640.5,1000.0,758.2,189.8,60.91,58.83,57.58,30.01
geom_933,125.4,157.9,509.1,1000.0,690.5,224.7,60.82,42.82,51.71,27.57
geom_934,188.0,103.5,230.6,1000.0,723.0,205.6,63.55,48.98,41.15,32.58
geom_935,192.6,77.8,472.2,1000.0,618.7,264.8,78.91,50.03,56.28,30.09
geom_936,142.2,113.5,623.9,1000.0,621.3,241.3,65.29,52.77,41.83,31.5
geom_937,195.7,193.6,479.3,1000.0,817.4,250.8,82.38,52.64,51.76,33.34
geom_938,126.3,132.1,390.4,1000.0,716.8,238.2,86.34,49.46,58.98,24.43
geom_939,103.5,75.49,240.9,1000.0,811.1,188.3,74.01,47.14,51.11,37.1
geom_940,195.1,92.18,573.6,1000.0,734.9,221.6,77.53,42.59,59.63,24.31
geom_941,177.4,180.5,294.3,1000.0,646.0,244.3,79.23,43.92,47.63,25.32
geom_942,191.1,184.2,308.5,1000.0,714.5,199.4,69.43,45.04,54.02,38.3
geom_943,119.7,136.0,513.2,1000.0,837.3,191.7,87.46,55.29,48.38,30.36
geom_944,176.0,168.0,330.9,1000.0,830.5,232.2,74.29,50.83,44.4,25.05
geom_945,152.6,110.3,404.0,1000.0,597.4,208.4,81.43,46.11,53.21,32.13
geom_946,182.0,157.4,652.5,1000.0,570.4,252.0,84.59,41.83,46.24,38.69
geom_947,164.5,114.4,483.5,1000.0,806.9,267.9,85.06,56.88,55.74,36.21
geom_948,186.8,59.45,606.8,1000.0,701.2,258.1,80.61,41.26,40.55,28.76
geom_949,143.7,72.34,368.8,1000.0,800.9,196.1,66.52,54.52,41.52,36.83
geom_950,105.6,74.08,318.1,1000.0,723.1,207.1,84.56,49.45,56.35,32.15
geom_951,167.9,194.4,300.1,1000.0,655.5,263.6,69.11,41.61,52.06,34.13
geom_952,100.7,144.0,364.9,1000.0,555.4,190.6,87.05,43.34,58.0,35.12
geom_953,120.5,122.7,396.2,1000.0,714.7,220.0,72.46,51.95,58.67,33.58
geom_954,159.1,161.9,678.6,1000.0,561.8,228.7,64.23,51.84,56.85,38.24
geom_955,125.8,130.6,303.3,1000.0,651.2,216.3,87.93,46.65,46.89,24.65
geom_956,116.0,90.22,531.0,1000.0,572.9,205.1,82.15,57.04,47.61,32.28
geom_957,142.3,52.43,264.3,1000.0,709.0,195.3,75.91,43.96,53.56,37.22
geom_958,167.4,104.2,451.8,1000.0,816.0,193.3,80.45,52.66,54.29,31.93
geom_959,173.8,75.25,637.3,1000.0,615.5,188.5,88.93,52.91,52.01,33.26
geom_960,143.1,126.8,664.4,1000.0,589.6,233.3,68.7,50.7,54.44,24.86
geom_961,190.7,51.94,685.1,1000.0,658.6,243.6,66.12,49.67,49.57,33.1
geom_962,115.6,183.8,630.9,1000.0,816.5,268.5,76.32,57.79,46.33,25.78
geom_963,115.9,188.8,375.3,1000.0,823.1,204.6,83.99,51.94,44.19,39.05
geom_964,177.6,91.98,299.0,1000.0,773.8,196.0,86.71,42.2,45.64,32.51
geom_965,177.5,58.16,475.9,1000.0,576.0,203.8,85.91,51.4,49.9,39.94
geom_966,112.0,69.11,228.3,1000.0,607.7,244.2,67.84,43.24,43.33,25.23
geom_967,176.5,143.6,684.8,1000.0,759.6,238.0,71.58,45.82,42.64,34.67
geom_968,192.1,184.6,495.4,1000.0,787.5,279.2,79.5,48.93,49.21,29.45
geom_969,156.6,110.9,539.5,1000.0,804.9,267.6,77.21,51.74,47.88,37.8
geom_970,185.7,109.3,514.4,1000.0,648.9,277.2,84.31,47.62,49.06,30.48
geom_971,158.6,145.2,242.1,1000.0,824.2,224.2,63.27,42.31,57.98,36.5
geom_972,144.5,153.5,692.0,1000.0,728.0,215.2,70.72,46.43,40.32,30.65
geom_973,157.3,128.6,458.8,1000.0,628.8,216.8,77.38,53.08,48.8,26.8
geom_974,165.5,97.84,421.7,1000.0,551.5,201.0,76.69,51.19,56.2,31.91
geom_975,182.1,127.2,344.6,1000.0,828.5,191.0,84.33,51.6,51.04,31.03
geom_976,145.5,146.3,527.8,1000.0,691.6,216.5,68.38,50.16,42.56,38.55
geom_977,140.2,102.6,562.7,1000.0,611.3,259.7,85.05,52.94,41.49,32.76
geom_978,163.5,131.3,414.9,1000.0,730.8,200.7,72.6,40.78,45.83,31.09
geom_979,144.7,98.66,273.0,1000.0,741.1,274.3,60.38,47.23,40.58,28.97
geom_980,175.4,114.9,550.2,1000.0,709.6,205.0,86.06,47.45,53.82,36.19
geom_981,178.5,199.2,503.9,1000.0,757.5,230.7,70.89,55.09,50.26,27.31
geom_982,197.4,186.7,382.4,1000.0,786.5,186.5,75.69,57.52,52.03,31.97
geom_983,176.1,51.36,231.9,1000.0,577.6,262.1,67.6,59.43,56.38,30.81
geom_984,154.9,99.99,620.7,1000.0,556.6,180.2,84.14,51.4,56.38,27.54
geom_985,180.9,125.4,351.4,1000.0,630.1,260.3,87.82,41.55,43.28,39.07
geom_986,146.4,145.9,449.4,1000.0,556.0,209.5,69.98,40.9,53.8,32.01
geom_987,175.7,94.22,302.3,1000.0,712.9,190.1,76.04,56.75,49.11,33.27
geom_988,161.8,139.6,468.9,1000.0,787.1,192.8,68.65,48.27,41.46,29.13
geom_989,100.3,160.0,285.7,1000.0,790.3,262.3,65.53,42.96,44.93,36.87
geom_990,190.4,193.8,362.9,1000.0,643.2,181.3,65.0,51.23,55.36,37.66
geom_991,198.6,84.04,405.2,1000.0,585.0,249.1,85.4,42.06,43.18,25.84
geom_992,191.6,193.2,420.8,1000.0,703.3,237.5,69.71,45.52,45.99,28.42
geom_993,153.9,51.33,455.2,1000.0,742.7,218.4,79.63,43.02,59.58,34.53
geom_994,126.3,81.17,325.7,1000.0,816.8,256.2,71.88,43.66,48.49,35.36
geom_995,170.7,196.6,563.1,1000.0,829.8,223.3,67.18,59.81,50.97,31.02
geom_996,167.8,191.2,448.3,1000.0,835.5,201.4,66.16,59.63,44.25,24.07
geom_997,122.0,72.96,515.1,1000.0,670.5,238.2,83.12,47.25,52.31,27.22
geom_998,172.9,131.6,593.4,1000.0,674.0,191.1,81.16,48.73,54.67,34.56
geom_999,122.7,186.0,389.4,1000.0,764.7,269.0,73.07,42.7,43.72,27.21
