case_name,geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,alt_kft,Re,M_inf,alpha_deg,beta_deg,CD,CL,Cmy
case_8508,geom_850,144.7,80.73,206.1,1000.0,784.4,211.5,76.81,55.24,51.18,33.19,22.17,1439000.0,0.3386,16.29,0.0,0.0430817,0.174413,-0.0636271
case_8509,geom_850,144.7,80.73,206.1,1000.0,784.4,211.5,76.81,55.24,51.18,33.19,24.97,12540000.0,0.1504,5.509,0.0,0.0107742,0.0742679,-0.0256422
case_8510,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,28.21,8988000.0,0.1504,18.2,0.0,0.0715379,0.321767,-0.136822
case_8511,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,2.878,64100000.0,0.3184,11.18,0.0,0.027483,0.225151,-0.0936712
case_8512,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,9.475,32850000.0,0.2232,4.472,0.0,0.00934011,0.102337,-0.0436186
case_8513,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,6.706,52210000.0,0.4134,10.0,0.0,0.0219558,0.215478,-0.0901469
case_8514,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,14.14,5407000.0,0.07217,1.886,0.0,0.0186065,0.0446338,-0.0192116
case_8515,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,38.2,3747000.0,0.2484,6.963,0.0,0.0152948,0.152413,-0.0647583
case_8516,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,23.69,1332000.0,0.1042,-6.603,0.0,0.0206868,-0.136123,0.0575733
case_8517,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,27.09,13750000.0,0.3611,14.37,0.0,0.0445793,0.244959,-0.100938
case_8518,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,34.29,2269000.0,0.4986,-9.892,0.0,0.0236272,-0.193371,0.0798193
case_8519,geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38,16.66,43460000.0,0.387,-1.407,0.0,0.00424971,-0.0280941,0.0116414
case_8520,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,4.803,53910000.0,0.3249,2.379,0.0,0.00584098,0.068187,-0.0264939
case_8521,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,36.15,15250000.0,0.4139,13.87,0.0,0.048865,0.313998,-0.117166
case_8522,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,14.43,9774000.0,0.06447,-8.166,0.0,0.0336059,-0.21368,0.0826022
case_8523,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,34.78,6499000.0,0.3808,-3.741,0.0,0.0082665,-0.10002,0.0381362
case_8524,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,3.555,20640000.0,0.2461,18.33,0.0,0.0835967,0.391217,-0.150082
case_8525,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,31.94,12430000.0,0.2228,-6.012,0.0,0.0153474,-0.158418,0.0606788
case_8526,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,8.628,7216000.0,0.4668,16.73,0.0,0.0871452,0.323806,-0.129902
case_8527,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,18.58,11050000.0,0.1522,6.084,0.0,0.0180984,0.164419,-0.0635583
case_8528,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,26.19,5524000.0,0.3187,1.234,0.0,0.00652112,0.0356631,-0.0139037
case_8529,geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28,21.4,10260000.0,0.1165,10.07,0.0,0.0324363,0.265903,-0.102555
case_8530,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,29.91,8813000.0,0.3546,0.9837,0.0,0.00835177,0.0366232,-0.0183186
case_8531,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,20.07,18470000.0,0.16,-6.86,0.0,0.0162234,-0.178455,0.0853355
case_8532,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,14.72,53740000.0,0.4863,-1.912,0.0,0.00438003,-0.0480559,0.0226932
case_8533,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,2.725,2292000.0,0.2994,17.07,0.0,0.074049,0.309899,-0.144614
case_8534,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,35.74,12000000.0,0.2643,7.177,0.0,0.0148163,0.204262,-0.0989329
case_8535,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,10.85,10600000.0,0.09508,-7.226,0.0,0.0239349,-0.183564,0.0877442
case_8536,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,37.84,1769000.0,0.06377,12.29,0.0,0.0530345,0.307256,-0.147279
case_8537,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,5.225,15140000.0,0.3676,16.09,0.0,0.0763253,0.256476,-0.12227
case_8538,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,24.11,11780000.0,0.216,3.122,0.0,0.00998745,0.0951603,-0.0465397
case_8539,geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28,17.72,54980000.0,0.4317,8.236,0.0,0.0196275,0.216852,-0.102105
case_8541,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,31.45,10620000.0,0.1588,-5.739,0.0,0.0121144,-0.106756,0.0392043
case_8542,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,9.714,31800000.0,0.2216,19.26,0.0,0.0758368,0.269641,-0.102954
case_8543,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,26.8,6336000.0,0.3326,8.998,0.0,0.0159108,0.172571,-0.0634689
case_8544,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,37.44,13300000.0,0.4562,-9.165,0.0,0.0147709,-0.177339,0.0645631
case_8545,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,20.47,18450000.0,0.4096,4.181,0.0,0.00609843,0.0875391,-0.0324475
case_8546,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,1.947,53850000.0,0.2524,11.78,0.0,0.0263847,0.221241,-0.0813337
case_8547,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,7.672,42960000.0,0.4407,16.87,0.0,0.0632012,0.216785,-0.0842889
case_8549,geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82,16.82,2389000.0,0.279,-3.621,0.0,0.00909969,-0.0656027,0.0238498
case_8550,geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19,9.131,2577000.0,0.07672,1.535,0.0,0.0229999,0.0596958,-0.0338823
case_8553,geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19,13.63,13540000.0,0.1085,-6.929,0.0,0.024535,-0.227921,0.126167
case_8555,geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19,28.88,32600000.0,0.3945,-7.268,0.0,0.0150392,-0.259143,0.14474
case_8556,geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19,23.42,12410000.0,0.2723,4.684,0.0,0.0115697,0.175282,-0.0991818
case_8558,geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19,33.23,408200.0,0.2096,8.982,0.0,0.0350637,0.257364,-0.139595
case_8559,geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19,16.15,14440000.0,0.1754,16.49,0.0,0.0926022,0.402834,-0.217853
case_8560,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,4.189,4333000.0,0.0819,-3.602,0.0,0.0169618,-0.0612813,0.0208837
case_8561,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,11.61,53810000.0,0.3778,3.735,0.0,0.00550005,0.0678324,-0.0227468
case_8562,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,24.71,2943000.0,0.223,-8.449,0.0,0.0174188,-0.142234,0.0479321
case_8564,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,39.65,6265000.0,0.284,0.5285,0.0,0.00736302,0.01032,-0.00354217
case_8565,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,13.84,941500.0,0.2414,18.34,0.0,0.0718256,0.262286,-0.0981874
case_8566,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,3.349,21940000.0,0.1404,5.378,0.0,0.012605,0.0952325,-0.0324745
case_8567,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,21.62,34970000.0,0.4616,-6.317,0.0,0.00848741,-0.111319,0.0368296
case_8568,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,28.12,25570000.0,0.4306,12.75,0.0,0.0278261,0.209748,-0.070511
case_8569,geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04,34.4,7904000.0,0.1024,8.587,0.0,0.0224419,0.150876,-0.0521034
case_8570,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,29.24,5251000.0,0.2382,0.6514,0.0,0.00884646,0.0262601,-0.009168
case_8571,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,2.271,9930000.0,0.2939,6.05,0.0,0.0147601,0.184683,-0.0625302
case_8573,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,34.4,4847000.0,0.1072,2.893,0.0,0.0167238,0.0904632,-0.0308633
case_8574,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,38.55,13100000.0,0.4005,18.69,0.0,0.108016,0.315505,-0.116762
case_8575,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,12.77,24210000.0,0.4443,-8.147,0.0,0.0159464,-0.245983,0.0820289
case_8576,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,16.31,25070000.0,0.1951,8.497,0.0,0.020438,0.256575,-0.087029
case_8578,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,22.95,478000.0,0.1534,-2.95,0.0,0.0162308,-0.075521,0.0250073
case_8579,geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48,25.17,4361000.0,0.0533,-5.165,0.0,0.0323237,-0.140358,0.0478374
case_8580,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,17.13,4659000.0,0.06385,5.101,0.0,0.0222792,0.100726,-0.0318561
case_8581,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,7.396,63990000.0,0.3759,13.87,0.0,0.0398984,0.178716,-0.0543426
case_8582,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,32.6,23750000.0,0.3618,-0.5419,0.0,0.00607407,-0.0071459,0.00195263
case_8583,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,9.16,22480000.0,0.1863,17.62,0.0,0.0616765,0.242789,-0.0769169
case_8584,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,27.47,1317000.0,0.156,16.37,0.0,0.0524475,0.255107,-0.0788589
case_8585,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,21.65,6675000.0,0.4761,-9.806,0.0,0.0178786,-0.18317,0.0551444
case_8586,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,31.69,5970000.0,0.3,10.95,0.0,0.0216408,0.202322,-0.0618906
case_8587,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,38.99,6895000.0,0.2521,4.499,0.0,0.0101074,0.0896017,-0.0276961
case_8589,geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99,15.14,4985000.0,0.1055,-2.711,0.0,0.0128967,-0.0484156,0.0148021
case_8590,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,7.223,22100000.0,0.2538,10.93,0.0,0.0333028,0.352805,-0.150635
case_8591,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,22.94,38190000.0,0.4773,15.7,0.0,0.0923528,0.358606,-0.158744
case_8592,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,37.68,6618000.0,0.3544,7.483,0.0,0.0194724,0.255649,-0.110454
case_8594,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,35.5,19460000.0,0.4449,-9.979,0.0,0.0277439,-0.319371,0.134309
case_8595,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,15.53,1967000.0,0.09232,-6.736,0.0,0.0308197,-0.209235,0.0896938
case_8596,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,25.88,11050000.0,0.299,2.972,0.0,0.00926822,0.104039,-0.0450843
case_8597,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,2.073,39370000.0,0.1911,19.32,0.0,0.129795,0.460066,-0.205567
case_8598,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,11.62,48420000.0,0.3883,-3.527,0.0,0.00780687,-0.115254,0.0489197
case_8599,geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29,31.5,384900.0,0.1109,13.93,0.0,0.0731067,0.385466,-0.164053
case_8600,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,0.6793,12670000.0,0.1979,16.41,0.0,0.0653206,0.274385,-0.12877
case_8601,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,6.186,58030000.0,0.3769,-8.983,0.0,0.0151962,-0.210625,0.103381
case_8602,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,36.18,4078000.0,0.1553,11.04,0.0,0.0281243,0.244201,-0.119121
case_8603,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,33.97,31750000.0,0.4183,-3.654,0.0,0.00534779,-0.0883324,0.0439035
case_8604,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,13.47,229100.0,0.0833,-5.192,0.0,0.0309961,-0.113283,0.0565809
case_8605,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,27.02,23320000.0,0.3561,6.998,0.0,0.0113885,0.187238,-0.0943952
case_8606,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,31.37,4158000.0,0.112,0.7541,0.0,0.0128959,0.026335,-0.0135828
case_8607,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,9.52,23730000.0,0.254,18.42,0.0,0.0808826,0.273056,-0.129852
case_8609,geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56,19.32,4663000.0,0.2914,9.127,0.0,0.0200259,0.200998,-0.0968118
case_8610,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,28.39,20850000.0,0.2709,18.57,0.0,0.101591,0.40585,-0.164031
case_8611,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,25.6,12490000.0,0.3054,4.861,0.0,0.0113744,0.139007,-0.0532199
case_8612,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,6.468,16920000.0,0.376,-2.1,0.0,0.00664878,-0.057595,0.0217206
case_8613,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,20.61,523000.0,0.05195,5.56,0.0,0.0468473,0.155201,-0.0615221
case_8615,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,38.9,11770000.0,0.1849,15.42,0.0,0.0656589,0.350393,-0.13458
case_8617,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,14.04,9267000.0,0.1226,-5.579,0.0,0.0197077,-0.152113,0.05844
case_8618,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,3.599,24960000.0,0.1902,-8.526,0.0,0.0223598,-0.233144,0.0891624
case_8619,geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73,35.87,3778000.0,0.3387,-0.2208,0.0,0.0075359,-0.00382429,0.00126297
case_8620,geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33,5.036,60180000.0,0.3453,5.259,0.0,0.00925622,0.156731,-0.0641759
case_8621,geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33,29.1,3111000.0,0.1127,19.98,0.0,0.111069,0.368998,-0.149712
case_8622,geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33,16.93,7545000.0,0.1585,16.11,0.0,0.065876,0.322265,-0.125485
case_8623,geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33,32.49,11540000.0,0.2379,-1.739,0.0,0.00870824,-0.03892,0.0151902
case_8627,geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33,27.46,2557000.0,0.3074,-6.0,0.0,0.0127255,-0.149733,0.0595732
case_8628,geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33,0.538,7533000.0,0.07047,-9.416,0.0,0.0357171,-0.231024,0.093273
case_8630,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,6.761,37150000.0,0.2115,15.87,0.0,0.0876007,0.363719,-0.158619
case_8631,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,2.005,7252000.0,0.3841,-8.973,0.0,0.0219971,-0.299058,0.130257
case_8632,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,17.5,19720000.0,0.2793,11.38,0.0,0.0378614,0.34296,-0.146526
case_8633,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,9.114,54200000.0,0.3484,2.832,0.0,0.0075656,0.111001,-0.0498448
case_8634,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,15.91,17990000.0,0.4421,-4.728,0.0,0.00976407,-0.166113,0.072996
case_8635,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,28.54,9823000.0,0.1662,18.2,0.0,0.100624,0.451971,-0.197437
case_8636,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,23.41,10470000.0,0.267,6.057,0.0,0.0173181,0.213584,-0.094791
case_8637,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,38.45,6291000.0,0.1366,-1.371,0.0,0.0145581,-0.0381577,0.0162318
case_8638,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,26.17,8927000.0,0.4713,0.2518,0.0,0.00659709,0.0185274,-0.0089159
case_8639,geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35,32.98,5284000.0,0.07836,8.505,0.0,0.0381577,0.284291,-0.125915
case_8640,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,15.73,29110000.0,0.3311,2.306,0.0,0.00602501,0.066427,-0.0291803
case_8641,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,4.781,69740000.0,0.3949,11.88,0.0,0.0393075,0.255805,-0.107676
case_8642,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,25.47,6274000.0,0.2447,-4.49,0.0,0.0106023,-0.117081,0.0505102
case_8645,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,1.127,44010000.0,0.2843,16.32,0.0,0.0794274,0.319747,-0.142813
case_8646,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,39.14,1990000.0,0.08479,-8.256,0.0,0.0309057,-0.211137,0.0915819
case_8647,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,16.54,22630000.0,0.1982,-0.985,0.0,0.00778971,-0.0236795,0.0100324
case_8648,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,11.24,481600.0,0.09863,10.9,0.0,0.042127,0.274952,-0.119379
case_8649,geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11,35.6,13110000.0,0.1794,17.07,0.0,0.0824019,0.357386,-0.15632
case_8650,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,31.06,5729000.0,0.119,-2.122,0.0,0.00975369,-0.0296512,0.0111401
case_8651,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,35.12,26770000.0,0.3854,-0.2905,0.0,0.00331069,-0.00226796,0.000710538
case_8653,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,19.04,2656000.0,0.07647,16.26,0.0,0.0458849,0.224496,-0.0863729
case_8654,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,8.757,29970000.0,0.3517,13.81,0.0,0.0326484,0.14795,-0.0554643
case_8655,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,39.62,4855000.0,0.4547,3.982,0.0,0.00679063,0.0644045,-0.0245542
case_8656,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,23.09,3618000.0,0.4806,-6.622,0.0,0.0094882,-0.100639,0.0379241
case_8657,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,26.19,11300000.0,0.3012,19.35,0.0,0.0629687,0.19781,-0.079179
case_8658,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,6.868,23490000.0,0.1805,7.953,0.0,0.0122454,0.12181,-0.0463474
case_8659,geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16,3.31,35980000.0,0.2194,8.04,0.0,0.0114143,0.123485,-0.046941
case_8661,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,10.32,60980000.0,0.418,-5.107,0.0,0.00717446,-0.103424,0.0456077
case_8662,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,29.31,7602000.0,0.3454,-8.019,0.0,0.0144356,-0.155211,0.0682817
case_8663,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,34.82,1967000.0,0.1382,4.497,0.0,0.0143484,0.0879374,-0.0390559
case_8665,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,16.71,11840000.0,0.1736,-1.251,0.0,0.00799054,-0.0233907,0.010145
case_8667,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,36.57,22930000.0,0.4714,1.123,0.0,0.00362613,0.0247911,-0.0112105
case_8668,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,0.5537,19950000.0,0.2557,6.543,0.0,0.0115881,0.131175,-0.0582801
case_8669,geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99,13.45,25680000.0,0.2842,16.28,0.0,0.0604394,0.251728,-0.115366
case_8670,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,3.271,81890000.0,0.4603,18.96,0.0,0.0625581,0.192372,-0.0600369
case_8671,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,25.81,21710000.0,0.4134,2.941,0.0,0.00556382,0.0485399,-0.0134321
case_8672,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,14.79,19560000.0,0.2373,-8.47,0.0,0.0118778,-0.128394,0.0352436
case_8673,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,35.33,6413000.0,0.3169,-4.14,0.0,0.00718802,-0.0621778,0.0169452
case_8674,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,10.35,30840000.0,0.1821,9.897,0.0,0.0164958,0.151838,-0.0421465
case_8675,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,17.61,41880000.0,0.3855,13.33,0.0,0.0310132,0.14931,-0.0419418
case_8676,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,37.4,8333000.0,0.3607,-3.575,0.0,0.00641784,-0.0540318,0.0146972
case_8677,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,30.68,1030000.0,0.1871,-0.185,0.0,0.00797818,-0.00103784,0.000171654
case_8678,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,5.858,9540000.0,0.06864,16.98,0.0,0.0482536,0.240666,-0.0687787
case_8679,geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78,21.34,1706000.0,0.09673,5.055,0.0,0.0139157,0.0783975,-0.0219443
case_8680,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,32.27,9887000.0,0.3091,-4.285,0.0,0.0122938,-0.132087,0.0646657
case_8681,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,22.63,21770000.0,0.216,7.973,0.0,0.0206295,0.267258,-0.132373
case_8682,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,24.07,27930000.0,0.326,13.14,0.0,0.056046,0.37311,-0.17513
